train_loss,epoch,step,val_loss_step,val_loss_epoch
0.026617715135216713,0,49,,
0.021021950989961624,0,99,,
0.02497773990035057,0,149,,
,,0,0.03076675906777382,
,,1,0.02050243504345417,
,,2,0.02667943760752678,
,,3,0.018507778644561768,
,,4,0.024753030389547348,
,,5,0.02419912815093994,
,,6,0.023809507489204407,
,,7,0.0293514933437109,
,,8,0.01803017593920231,
,,9,0.02218478173017502,
,,10,0.024454735219478607,
,,11,0.019427074119448662,
,,12,0.021959561854600906,
,,13,0.022731216624379158,
,,14,0.028650419786572456,
,,15,0.02369188517332077,
,,16,0.02866927534341812,
,,17,0.024605076760053635,
,,18,0.019696559756994247,
,,19,0.0189785398542881,
,,20,0.02738945558667183,
,,21,0.02497212029993534,
,,22,0.02701411210000515,
,,23,0.018003340810537338,
,,24,0.024341443553566933,
,,25,0.026916401460766792,
,,26,0.01978440023958683,
,,27,0.023566409945487976,
,,28,0.02215646579861641,
,,29,0.023575078696012497,
,,30,0.024965038523077965,
,,31,0.01976751908659935,
,,32,0.01621849462389946,
,,33,0.033079683780670166,
,,34,0.025477144867181778,
,,35,0.03443450108170509,
,,36,0.02104615978896618,
,,37,0.02155669778585434,
,,38,0.02698644809424877,
,,39,0.033072106540203094,
,,40,0.022871937602758408,
,,41,0.022228175774216652,
,,42,0.02121778205037117,
,,43,0.017385348677635193,
,,44,0.02659277617931366,
,,45,0.02824721299111843,
,,46,0.02049967274069786,
,,47,0.024880215525627136,
,,48,0.0209047868847847,
,,49,0.029108457267284393,
,,50,0.02919647842645645,
,,51,0.025114642456173897,
,,52,0.022908635437488556,
,,53,0.018529172986745834,
,,54,0.02299642190337181,
,0,161,,0.023983372375369072
0.018742065876722336,1,199,,
0.02077275887131691,1,249,,
0.02529250457882881,1,299,,
,,55,0.027142729610204697,
,,56,0.01745406910777092,
,,57,0.02561846189200878,
,,58,0.017642861232161522,
,,59,0.02288682386279106,
,,60,0.024500777944922447,
,,61,0.020424140617251396,
,,62,0.023324577137827873,
,,63,0.018018268048763275,
,,64,0.01968419924378395,
,,65,0.02258029766380787,
,,66,0.016327019780874252,
,,67,0.019344020634889603,
,,68,0.022951241582632065,
,,69,0.023780638352036476,
,,70,0.02037270925939083,
,,71,0.025425564497709274,
,,72,0.023657098412513733,
,,73,0.018296798691153526,
,,74,0.016511738300323486,
,,75,0.025555644184350967,
,,76,0.02153661474585533,
,,77,0.0249890498816967,
,,78,0.01695730909705162,
,,79,0.019384466111660004,
,,80,0.021440379321575165,
,,81,0.01741950213909149,
,,82,0.02092823013663292,
,,83,0.0172644704580307,
,,84,0.021305128931999207,
,,85,0.023142963647842407,
,,86,0.017070410773158073,
,,87,0.01704665645956993,
,,88,0.028190311044454575,
,,89,0.023224718868732452,
,,90,0.03124171867966652,
,,91,0.019297711551189423,
,,92,0.021700231358408928,
,,93,0.026951845735311508,
,,94,0.031630612909793854,
,,95,0.021317604929208755,
,,96,0.020718112587928772,
,,97,0.020384449511766434,
,,98,0.0149114690721035,
,,99,0.024225864559412003,
,,100,0.027028970420360565,
,,101,0.022464323788881302,
,,102,0.02322934754192829,
,,103,0.01756640523672104,
,,104,0.02951442077755928,
,,105,0.026530519127845764,
,,106,0.02151866815984249,
,,107,0.021172920241951942,
,,108,0.016913458704948425,
,,109,0.02141561172902584,
,1,323,,0.021842196583747864
0.023904459550976753,2,349,,
0.022377170622348785,2,399,,
0.02271854877471924,2,449,,
,,110,0.025999708101153374,
,,111,0.017004169523715973,
,,112,0.025752944871783257,
,,113,0.017567522823810577,
,,114,0.023361079394817352,
,,115,0.025019988417625427,
,,116,0.019966846331954002,
,,117,0.02177894115447998,
,,118,0.01801189035177231,
,,119,0.01794915832579136,
,,120,0.022657211869955063,
,,121,0.016193946823477745,
,,122,0.018916480243206024,
,,123,0.022797146812081337,
,,124,0.022136453539133072,
,,125,0.018896127119660378,
,,126,0.023616375401616096,
,,127,0.02314576506614685,
,,128,0.018727760761976242,
,,129,0.015783261507749557,
,,130,0.02392030879855156,
,,131,0.01978546567261219,
,,132,0.023874828591942787,
,,133,0.017031043767929077,
,,134,0.018602952361106873,
,,135,0.019547805190086365,
,,136,0.017496222630143166,
,,137,0.020225491374731064,
,,138,0.01658189296722412,
,,139,0.022421613335609436,
,,140,0.022194460034370422,
,,141,0.017223510891199112,
,,142,0.017737355083227158,
,,143,0.02656528539955616,
,,144,0.020867660641670227,
,,145,0.02856067568063736,
,,146,0.019701272249221802,
,,147,0.020575735718011856,
,,148,0.026348620653152466,
,,149,0.030152827501296997,
,,150,0.021027710288763046,
,,151,0.021894969046115875,
,,152,0.020009811967611313,
,,153,0.01452767662703991,
,,154,0.022830292582511902,
,,155,0.027162805199623108,
,,156,0.023909421637654305,
,,157,0.02227955311536789,
,,158,0.016821851953864098,
,,159,0.02809208072721958,
,,160,0.02572624385356903,
,,161,0.02036741003394127,
,,162,0.020412227138876915,
,,163,0.017215657979249954,
,,164,0.020875776186585426,
,2,485,,0.021236523985862732
0.02413320541381836,3,499,,
0.023530853912234306,3,549,,
0.02082611434161663,3,599,,
,,165,0.02558865398168564,
,,166,0.015666143968701363,
,,167,0.024657264351844788,
,,168,0.01655183918774128,
,,169,0.02227742224931717,
,,170,0.02379833534359932,
,,171,0.019176680594682693,
,,172,0.021594686433672905,
,,173,0.016982361674308777,
,,174,0.018849346786737442,
,,175,0.021424472332000732,
,,176,0.015356580726802349,
,,177,0.018061349168419838,
,,178,0.022016465663909912,
,,179,0.021728571504354477,
,,180,0.01861480250954628,
,,181,0.024606162682175636,
,,182,0.02171490713953972,
,,183,0.018380476161837578,
,,184,0.016181781888008118,
,,185,0.022731907665729523,
,,186,0.02013189159333706,
,,187,0.023222938179969788,
,,188,0.017298242077231407,
,,189,0.01840541884303093,
,,190,0.019631266593933105,
,,191,0.017444666475057602,
,,192,0.019328003749251366,
,,193,0.017132751643657684,
,,194,0.021504901349544525,
,,195,0.021104056388139725,
,,196,0.016433607786893845,
,,197,0.01641392707824707,
,,198,0.02674098312854767,
,,199,0.020352277904748917,
,,200,0.028831807896494865,
,,201,0.019086597487330437,
,,202,0.019510045647621155,
,,203,0.02512592077255249,
,,204,0.030997484922409058,
,,205,0.02023460902273655,
,,206,0.020805319771170616,
,,207,0.019328203052282333,
,,208,0.014852230437099934,
,,209,0.02317541465163231,
,,210,0.02694873884320259,
,,211,0.022206144407391548,
,,212,0.021961616352200508,
,,213,0.0159117691218853,
,,214,0.02811525948345661,
,,215,0.026600878685712814,
,,216,0.020551936700940132,
,,217,0.019334154203534126,
,,218,0.017364948987960815,
,,219,0.019968636333942413,
,3,647,,0.020770316943526268
0.020842112600803375,4,649,,
0.019653523340821266,4,699,,
0.016794733703136444,4,749,,
0.018658922985196114,4,799,,
,,220,0.025415726006031036,
,,221,0.015156223438680172,
,,222,0.02499121055006981,
,,223,0.016918297857046127,
,,224,0.023061338812112808,
,,225,0.023167774081230164,
,,226,0.01893559657037258,
,,227,0.01874585449695587,
,,228,0.016787253320217133,
,,229,0.01994817890226841,
,,230,0.021742241457104683,
,,231,0.016207728534936905,
,,232,0.016837103292346,
,,233,0.02179556153714657,
,,234,0.02015976794064045,
,,235,0.019108042120933533,
,,236,0.02511124312877655,
,,237,0.021462971344590187,
,,238,0.01998036354780197,
,,239,0.015962956473231316,
,,240,0.02214065194129944,
,,241,0.020485296845436096,
,,242,0.02249869517982006,
,,243,0.01799427717924118,
,,244,0.018005099147558212,
,,245,0.017539912834763527,
,,246,0.018671534955501556,
,,247,0.02066119760274887,
,,248,0.018057437613606453,
,,249,0.02243887260556221,
,,250,0.02152368053793907,
,,251,0.016177836805582047,
,,252,0.016373027116060257,
,,253,0.025279158726334572,
,,254,0.018238909542560577,
,,255,0.02927573025226593,
,,256,0.01903349533677101,
,,257,0.02115948498249054,
,,258,0.025968004018068314,
,,259,0.03355398774147034,
,,260,0.021162550896406174,
,,261,0.02196730673313141,
,,262,0.0189351849257946,
,,263,0.013776536099612713,
,,264,0.02284981869161129,
,,265,0.025518901646137238,
,,266,0.02242613583803177,
,,267,0.02216646820306778,
,,268,0.015468969941139221,
,,269,0.027951527386903763,
,,270,0.02935798466205597,
,,271,0.01961727812886238,
,,272,0.019271541386842728,
,,273,0.01830374449491501,
,,274,0.01915603317320347,
,4,809,,0.020822377875447273
